algorithm,pop_condition,n_players,n_rounds,n_cats,opponent_type,society_pop_sum,agent_final_pop,agent_percentile,agent_won
UCB,equal,15,30,0,banditsociety,2061.4453183888677,157.23247974855292,0.7333333333333333,0
EXP4,equal,20,30,0,selfplay,2111.536375885994,93.02274366264658,0.35,0
EXP4,equal,20,30,0,selfplay,2220.366551956625,83.4926995549852,0.15,0
EXP4,equal,20,30,0,selfplay,2109.2732251058605,101.26008830732016,0.55,0
EXP4,equal,20,30,0,selfplay,2137.645573945785,61.338873630004514,0.15,0
EXP4,equal,20,30,0,selfplay,2078.5418146110874,125.93216025478262,0.8,0
DQN,equal,15,20,2,cabsonecat,3138.909785441377,90.31011696871052,0.26666666666666666,0
DQN,equal,15,20,2,cabsonecat,1531.7485436340842,98.37492914045171,0.4666666666666667,0
DQN,equal,15,20,2,cabsonecat,1084.5313703034747,116.93492444968405,0.6,0
DQN,equal,15,20,2,cabsonecat,1769.9210959033992,102.63295809338037,0.3333333333333333,0
DQN,equal,15,20,2,cabsonecat,1316.5658481608793,138.61484319370373,0.6666666666666666,0
R-UCB,equal,5,40,0,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,0,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,0,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,0,selfplay,334.48587928484073,66.89717585696815,1.0,1
R-UCB,equal,5,40,0,selfplay,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,15,30,2,cabsonecat,881.780398746264,0.0,0.13333333333333333,0
DQN,equal,15,30,2,cabsonecat,5424.025939238727,50.89244348816097,0.2,0
DQN,equal,15,30,2,cabsonecat,907.04941638863,2.05335602633011,0.6666666666666666,0
DQN,equal,15,30,2,cabsonecat,1199.5588919345962,2.0023931195947338,0.6666666666666666,0
DQN,equal,15,30,2,cabsonecat,1622.5920152033896,82.66484027502328,0.26666666666666666,0
D-UCB,equal,20,10,0,cabsnocat,3264.3701695933487,89.16416472098074,0.05,0
D-UCB,equal,20,10,0,cabsnocat,3351.3985416478076,85.56510848672329,0.05,0
D-UCB,equal,20,10,0,cabsnocat,3395.8420459648296,109.04067568415444,0.05,0
D-UCB,equal,20,10,0,cabsnocat,3380.717521243739,109.4527656920705,0.1,0
D-UCB,equal,20,10,0,cabsnocat,3402.7630356183645,79.2004889294948,0.05,0
EEE,equal,15,30,0,randoms,373.8525322619827,243.29131874203284,1.0,1
EEE,equal,15,30,0,randoms,366.2857035254566,270.3385033561171,1.0,1
EEE,equal,15,30,0,randoms,334.8951525909192,195.02765312693353,1.0,1
EEE,equal,15,30,0,randoms,364.23198890157687,227.35824479493812,1.0,1
EEE,equal,15,30,0,randoms,418.00773033981136,323.1340273623222,1.0,1
R-UCB,equal,10,40,1,mixture,492.9217773304945,2.6840407576903322,0.4,0
R-UCB,equal,10,40,1,mixture,3465.793717949811,0.12150837183064965,0.2,0
R-UCB,equal,10,40,1,mixture,3169.313309012254,43.06727019487516,0.4,0
R-UCB,equal,10,40,1,mixture,3762.6109155868153,41.33111981075337,0.6,0
R-UCB,equal,10,40,1,mixture,2541.0120467025313,0.2639507816516822,0.2,0
EEE,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
EEE,equal,5,30,2,cabstwocats,303.62805117779305,2.0261570199409107e-15,0.2,0
EEE,equal,5,30,2,cabstwocats,314.25200367776006,3.885780586188048e-16,0.2,0
EEE,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
EEE,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
EEE,equal,15,20,0,randoms,486.80129165212566,144.56369827590234,1.0,1
EEE,equal,15,20,0,randoms,461.5826969050469,109.90587233217435,1.0,1
EEE,equal,15,20,0,randoms,537.8254587442482,226.36634920131993,1.0,1
EEE,equal,15,20,0,randoms,536.217475008649,283.16962614066756,1.0,1
EEE,equal,15,20,0,randoms,551.0803157193674,208.37050319699932,1.0,1
EEE,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
EEE,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
EEE,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
EEE,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
EEE,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,15,40,1,randoms,475.6173382617013,175.10991232815124,0.9333333333333333,0
UCB,equal,15,40,1,randoms,438.501607287618,158.00450521248894,0.9333333333333333,0
UCB,equal,15,40,1,randoms,460.79889312984824,169.7289676320581,0.9333333333333333,0
UCB,equal,15,40,1,randoms,475.0075193208529,161.08182002146498,0.9333333333333333,0
UCB,equal,15,40,1,randoms,487.98220068234446,186.4811177803767,0.9333333333333333,0
DQN,equal,15,40,1,cabstwocats,994.5727977209308,67.00209228637483,0.6666666666666666,0
DQN,equal,15,40,1,cabstwocats,1012.565293214481,11.721355836109733,0.06666666666666667,0
DQN,equal,15,40,1,cabstwocats,1007.867106061681,45.74992621903312,0.13333333333333333,0
DQN,equal,15,40,1,cabstwocats,953.5895035921185,49.9380946976148,0.13333333333333333,0
DQN,equal,15,40,1,cabstwocats,962.728573384481,2.3314683517128287e-15,0.06666666666666667,0
R-UCB,equal,15,20,0,banditsociety,1800.8147335209014,137.95002917833415,0.7333333333333333,0
R-UCB,equal,15,20,0,banditsociety,1605.4376889450057,93.92386970672231,0.26666666666666666,0
R-UCB,equal,15,20,0,banditsociety,1486.6654299378754,123.14420920203901,0.8,0
R-UCB,equal,15,20,0,banditsociety,1687.670598469538,74.91827645140111,0.06666666666666667,0
R-UCB,equal,15,20,0,banditsociety,1511.20972079347,96.88303682929745,0.4,0
R-UCB,equal,20,40,0,randoms,394.50404171820895,346.0971839990274,1.0,1
R-UCB,equal,20,40,0,randoms,399.1510255460429,349.0121749369198,1.0,1
R-UCB,equal,20,40,0,randoms,416.92702147522596,371.95649560176213,1.0,1
R-UCB,equal,20,40,0,randoms,422.4867053035982,373.1700288402692,1.0,1
R-UCB,equal,20,40,0,randoms,385.18775028135195,331.3590702714124,1.0,1
R-UCB,equal,15,30,0,banditsociety,1737.6723659699483,133.95636028693477,0.6666666666666666,0
R-UCB,equal,15,30,0,banditsociety,1966.3321142315015,133.81709210798505,0.6666666666666666,0
R-UCB,equal,15,30,0,banditsociety,1725.860402721964,110.8540346746571,0.6666666666666666,0
R-UCB,equal,15,30,0,banditsociety,1942.6207002712465,85.03032888871138,0.2,0
R-UCB,equal,15,30,0,banditsociety,1541.3371991275255,103.94934634179008,0.6,0
EXP4,equal,5,40,2,banditsociety,214.04209972170577,1.3320862706890664,0.4,0
EXP4,equal,5,40,2,banditsociety,334.48587928484073,66.89717585696815,1.0,1
EXP4,equal,5,40,2,banditsociety,285.31199569030605,6.106226635438361e-16,0.2,0
EXP4,equal,5,40,2,banditsociety,334.48587928484073,66.89717585696815,1.0,1
EXP4,equal,5,40,2,banditsociety,219.23171208295486,0.19010988287648034,0.4,0
AlegAATr,equal,20,20,1,banditsociety,2010.8535335660988,3.073146595510089,0.1,0
AlegAATr,equal,20,20,1,banditsociety,2254.4183042827945,119.71443886334482,0.6,0
AlegAATr,equal,20,20,1,banditsociety,2117.3274580010325,58.11349430195739,0.05,0
AlegAATr,equal,20,20,1,banditsociety,2309.7017185765776,41.29234019468247,0.05,0
AlegAATr,equal,20,20,1,banditsociety,2195.3340175179246,68.29188106613799,0.05,0
DQN,equal,10,20,1,banditsociety,1002.4127914318146,98.41774036029967,0.5,0
DQN,equal,10,20,1,banditsociety,974.4231948343272,170.63888093758348,0.9,0
DQN,equal,10,20,1,banditsociety,1099.6442387871239,105.87260781896416,0.5,0
DQN,equal,10,20,1,banditsociety,944.1101355785503,85.95682672356871,0.4,0
DQN,equal,10,20,1,banditsociety,782.7038940041886,2.0377539788377956,0.1,0
R-UCB,equal,15,30,2,cabsrandomparams,1407.8910330690153,81.5172154432003,0.4,0
R-UCB,equal,15,30,2,cabsrandomparams,2153.8440107984966,152.11420881052703,0.7333333333333333,0
R-UCB,equal,15,30,2,cabsrandomparams,2250.9582787428008,107.72918039112702,0.26666666666666666,0
R-UCB,equal,15,30,2,cabsrandomparams,1274.9711401516704,1.4432899320127035e-15,0.2,0
R-UCB,equal,15,30,2,cabsrandomparams,1052.1433090855624,0.0,0.06666666666666667,0
AlegAATr,equal,20,30,1,banditsociety,2233.8264183414385,59.049042675335286,0.1,0
AlegAATr,equal,20,30,1,banditsociety,2223.6790936001007,80.60061550852271,0.1,0
AlegAATr,equal,20,30,1,banditsociety,2043.6470492141025,150.91525333504683,1.0,1
AlegAATr,equal,20,30,1,banditsociety,2389.4434390914244,110.44380328294119,0.3,0
AlegAATr,equal,20,30,1,banditsociety,1474.2734411155882,1.1356615326184154,0.05,0
R-UCB,equal,15,20,2,cabsrandomparams,2052.702852476233,92.05569964685502,0.06666666666666667,0
R-UCB,equal,15,20,2,cabsrandomparams,1825.7892564159854,126.88751147247957,0.6,0
R-UCB,equal,15,20,2,cabsrandomparams,1779.715914112849,114.68287163046074,0.5333333333333333,0
R-UCB,equal,15,20,2,cabsrandomparams,983.2641041795104,4.440892098500626e-16,0.13333333333333333,0
R-UCB,equal,15,20,2,cabsrandomparams,1687.372138242521,86.48829800456885,0.06666666666666667,0
EXP4,equal,10,40,1,randoms,164.88302443909717,1.8845528748962934,0.9,0
EXP4,equal,10,40,1,randoms,162.2415938736878,1.6276773600771992,0.9,0
EXP4,equal,10,40,1,randoms,152.2485317349504,1.8117693699606714,0.9,0
EXP4,equal,10,40,1,randoms,200.33038640536154,199.34957328560773,1.0,1
EXP4,equal,10,40,1,randoms,379.15734856826776,134.7896093006227,0.9,0
AlegAATr,equal,15,10,1,cabsonecat,1778.9733879683392,110.70973392614445,0.3333333333333333,0
AlegAATr,equal,15,10,1,cabsonecat,1762.1326764813032,55.893462168359115,0.2,0
AlegAATr,equal,15,10,1,cabsonecat,1781.653485336098,120.90005154468895,0.4666666666666667,0
AlegAATr,equal,15,10,1,cabsonecat,1559.0652946982013,133.0907830821865,0.9333333333333333,0
AlegAATr,equal,15,10,1,cabsonecat,1490.9692570211118,92.39681213712196,0.13333333333333333,0
DQN,equal,10,30,1,banditsociety,890.967985496148,93.84692319395162,0.5,0
DQN,equal,10,30,1,banditsociety,934.3634630290247,63.749747419199785,0.1,0
DQN,equal,10,30,1,banditsociety,726.6671122809365,91.8771921375422,0.7,0
DQN,equal,10,30,1,banditsociety,725.4596010927966,82.74779353249833,0.8,0
DQN,equal,10,30,1,banditsociety,967.5662321379258,108.4148504927473,0.7,0
EXP4,equal,10,10,0,cabsrandomparams,947.1103251336184,109.22417918063266,1.0,1
EXP4,equal,10,10,0,cabsrandomparams,1071.8904832337794,109.01339726122126,0.6,0
EXP4,equal,10,10,0,cabsrandomparams,1052.678152110612,94.18308628306349,0.1,0
EXP4,equal,10,10,0,cabsrandomparams,1143.1887666599014,90.73678749620888,0.1,0
EXP4,equal,10,10,0,cabsrandomparams,1152.6076597103213,101.79707165486808,0.3,0
R-UCB,equal,20,20,1,cabsonecat,4052.143572980538,2.9010616814906993,0.1,0
R-UCB,equal,20,20,1,cabsonecat,3374.9386909418836,130.1765391311538,0.3,0
R-UCB,equal,20,20,1,cabsonecat,4352.645116671688,73.40241551682557,0.1,0
R-UCB,equal,20,20,1,cabsonecat,4562.330555117481,64.06945059177691,0.15,0
R-UCB,equal,20,20,1,cabsonecat,4255.655606412762,66.39942628655874,0.1,0
UCB,equal,5,30,1,cabsrandomparams,419.88848576839723,68.43990257235876,0.4,0
UCB,equal,5,30,1,cabsrandomparams,540.0126849797745,59.05798863691323,0.4,0
UCB,equal,5,30,1,cabsrandomparams,307.6574393227294,77.83687933758017,0.8,0
UCB,equal,5,30,1,cabsrandomparams,364.4788072403079,77.28217341367767,0.8,0
UCB,equal,5,30,1,cabsrandomparams,290.84018164081317,80.67825961047785,0.6,0
UCB,equal,5,20,1,cabsrandomparams,484.05582650505863,71.24452700434891,0.6,0
UCB,equal,5,20,1,cabsrandomparams,355.61180716705377,85.84058944027868,0.6,0
UCB,equal,5,20,1,cabsrandomparams,338.9027272225197,81.01041688103045,0.6,0
UCB,equal,5,20,1,cabsrandomparams,393.93036860016616,93.79314472463764,0.6,0
UCB,equal,5,20,1,cabsrandomparams,360.77327436289204,89.5653936328473,0.6,0
R-UCB,equal,20,30,1,cabsonecat,4962.404616066026,2.19787691900251,0.1,0
R-UCB,equal,20,30,1,cabsonecat,4101.924189448445,43.745811405258685,0.05,0
R-UCB,equal,20,30,1,cabsonecat,5140.477906623451,103.0379044611588,0.2,0
R-UCB,equal,20,30,1,cabsonecat,8771.869078812653,1.2932312049567187,0.1,0
R-UCB,equal,20,30,1,cabsonecat,7055.582488316276,3.4529961729880556,0.2,0
EXP4,equal,20,40,0,mixture,6421.670813950938,33.20390363467352,0.25,0
EXP4,equal,20,40,0,mixture,7348.549898667399,90.9913499297196,0.4,0
EXP4,equal,20,40,0,mixture,4181.1467883202795,89.12642686590816,0.2,0
EXP4,equal,20,40,0,mixture,3278.339207310569,74.35408299078418,0.35,0
EXP4,equal,20,40,0,mixture,9288.556960487636,140.13504650968721,0.35,0
DQN,equal,15,10,1,cabsnocat,1671.6644876474347,125.43297374428684,0.4666666666666667,0
DQN,equal,15,10,1,cabsnocat,1587.0964307799236,140.0224656238242,0.8666666666666667,0
DQN,equal,15,10,1,cabsnocat,1746.6553333435386,148.55202871607696,0.4666666666666667,0
DQN,equal,15,10,1,cabsnocat,2240.154995379321,39.76170177264693,0.13333333333333333,0
DQN,equal,15,10,1,cabsnocat,1847.0663239407252,135.1709565559117,0.4,0
R-UCB,equal,10,30,1,banditsociety,1045.8039810075068,104.2576919851854,0.4,0
R-UCB,equal,10,30,1,banditsociety,947.2782290759546,82.63176736731766,0.3,0
R-UCB,equal,10,30,1,banditsociety,904.7764030338204,77.15093364209277,0.3,0
R-UCB,equal,10,30,1,banditsociety,1091.0033477929683,123.97435410878863,0.8,0
R-UCB,equal,10,30,1,banditsociety,888.0373557293101,63.25431677575049,0.1,0
SW-UCB,equal,5,10,0,cabsnocat,650.0793479204535,91.00751797194741,0.2,0
SW-UCB,equal,5,10,0,cabsnocat,761.6546570881301,111.63687264048565,0.2,0
SW-UCB,equal,5,10,0,cabsnocat,783.0676577627983,99.35237749593011,0.2,0
SW-UCB,equal,5,10,0,cabsnocat,778.20675710668,80.22866648102905,0.2,0
SW-UCB,equal,5,10,0,cabsnocat,716.0712830077116,104.86339581493968,0.4,0
R-UCB,equal,10,20,1,banditsociety,840.6937262869444,118.30594993149795,0.9,0
R-UCB,equal,10,20,1,banditsociety,930.4853825223264,114.83028890164654,0.9,0
R-UCB,equal,10,20,1,banditsociety,949.4252825208741,158.76226521703452,1.0,1
R-UCB,equal,10,20,1,banditsociety,847.0285676531802,92.6911369050608,0.6,0
R-UCB,equal,10,20,1,banditsociety,828.9171768588449,81.71993553906574,0.4,0
EXP4,equal,5,10,1,cabstwocats,385.61004211213697,88.93895257768034,0.6,0
EXP4,equal,5,10,1,cabstwocats,395.1040487219826,76.03335270587237,0.4,0
EXP4,equal,5,10,1,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
EXP4,equal,5,10,1,cabstwocats,473.87531542217164,168.30422004998937,1.0,1
EXP4,equal,5,10,1,cabstwocats,388.24707988258757,84.40942140283265,0.4,0
R-UCB,equal,20,10,2,selfplay,1683.336635629813,70.10944218889999,0.25,0
R-UCB,equal,20,10,2,selfplay,1690.252153658303,67.1092296939172,0.2,0
R-UCB,equal,20,10,2,selfplay,1679.507299141942,67.13146295254369,0.2,0
R-UCB,equal,20,10,2,selfplay,1682.4435852399833,67.08620162088043,0.2,0
R-UCB,equal,20,10,2,selfplay,1682.6079418128559,66.20149001144576,0.2,0
AlegAATr,equal,20,30,2,banditsociety,1861.8987291381554,244.5786329386808,0.95,0
AlegAATr,equal,20,30,2,banditsociety,2342.2032742856877,0.0,0.1,0
AlegAATr,equal,20,30,2,banditsociety,1839.1386251768483,4.996003610813204e-16,0.2,0
AlegAATr,equal,20,30,2,banditsociety,2407.1417790899263,135.0551407885602,0.4,0
AlegAATr,equal,20,30,2,banditsociety,1110.507324556351,0.0,0.1,0
EXP4,equal,15,20,1,cabsnocat,1824.561684471529,4.5078592401608475,0.4,0
EXP4,equal,15,20,1,cabsnocat,2403.9776187159955,0.0,0.06666666666666667,0
EXP4,equal,15,20,1,cabsnocat,3713.224640887009,0.0,0.06666666666666667,0
EXP4,equal,15,20,1,cabsnocat,3529.5596735346066,2.055406892204537,0.13333333333333333,0
EXP4,equal,15,20,1,cabsnocat,3079.011725150614,69.96039750542283,0.3333333333333333,0
D-UCB,equal,5,20,1,cabsonecat,251.0387710214585,119.89372419920686,1.0,1
D-UCB,equal,5,20,1,cabsonecat,630.058990079849,80.51987604165798,0.6,0
D-UCB,equal,5,20,1,cabsonecat,826.7113968292954,61.31351004333035,0.4,0
D-UCB,equal,5,20,1,cabsonecat,252.2880910679728,123.89466882507294,1.0,1
D-UCB,equal,5,20,1,cabsonecat,593.2446290158143,59.76494979951378,0.4,0
D-UCB,equal,5,10,2,banditsociety,452.19103750440246,90.4382075008805,1.0,1
D-UCB,equal,5,10,2,banditsociety,452.19103750440246,90.4382075008805,1.0,1
D-UCB,equal,5,10,2,banditsociety,452.19103750440246,90.4382075008805,1.0,1
D-UCB,equal,5,10,2,banditsociety,452.19103750440246,90.4382075008805,1.0,1
D-UCB,equal,5,10,2,banditsociety,452.19103750440246,90.4382075008805,1.0,1
EXP4,equal,15,30,1,cabsnocat,2136.948372802276,1.6140121067702626,0.26666666666666666,0
EXP4,equal,15,30,1,cabsnocat,5938.257593995456,101.33442817099329,0.26666666666666666,0
EXP4,equal,15,30,1,cabsnocat,3326.675875322486,58.507253871567144,0.6,0
EXP4,equal,15,30,1,cabsnocat,4494.324189263649,1.7888678452706341,0.2,0
EXP4,equal,15,30,1,cabsnocat,1269.7535885034667,14.159365116891637,0.4666666666666667,0
D-UCB,equal,5,30,1,cabsonecat,753.400749380121,80.33253799322202,0.4,0
D-UCB,equal,5,30,1,cabsonecat,401.6851861362534,66.51230410256139,0.4,0
D-UCB,equal,5,30,1,cabsonecat,554.0358669581609,79.1938445811057,0.6,0
D-UCB,equal,5,30,1,cabsonecat,1040.8454213607642,69.32377180945092,0.6,0
D-UCB,equal,5,30,1,cabsonecat,707.976026142303,54.921032943221064,0.4,0
DQN,equal,10,40,1,banditsociety,1009.913949812769,76.06330676363251,0.5,0
DQN,equal,10,40,1,banditsociety,1316.6615834889947,68.07639194845562,0.2,0
DQN,equal,10,40,1,banditsociety,936.3885885296075,99.97978590621675,0.5,0
DQN,equal,10,40,1,banditsociety,1561.6474827927277,168.8956705536899,0.5,0
DQN,equal,10,40,1,banditsociety,1237.3327926524762,85.17498664818325,0.3,0
AlegAATr,equal,20,20,2,banditsociety,2265.6110258589893,192.66186409841404,1.0,1
AlegAATr,equal,20,20,2,banditsociety,2275.8688629993476,137.2076136182493,0.9,0
AlegAATr,equal,20,20,2,banditsociety,2191.1534203971937,102.76004307958392,0.45,0
AlegAATr,equal,20,20,2,banditsociety,2227.8266757896918,119.43182065695494,0.65,0
AlegAATr,equal,20,20,2,banditsociety,2309.3881874514136,127.5166020859064,0.7,0
DQN,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,0,banditsociety,334.954709292878,65.50137033110575,0.2,0
DQN,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,0,banditsociety,338.52756265543303,72.19956655306672,0.8,0
DQN,equal,5,40,0,banditsociety,349.1579864483864,62.67286834222527,0.2,0
EXP4,equal,10,30,1,selfplay,815.0905589980568,76.12272896429214,0.3,0
EXP4,equal,10,30,1,selfplay,789.2039870336077,91.83123497361038,0.7,0
EXP4,equal,10,30,1,selfplay,893.8764305931039,89.92994161332015,0.6,0
EXP4,equal,10,30,1,selfplay,864.0903379953725,73.34746656582134,0.2,0
EXP4,equal,10,30,1,selfplay,768.0183371322178,93.7493719159813,1.0,1
EXP4,equal,10,20,1,selfplay,844.6632693890666,96.2856257703393,0.6,0
EXP4,equal,10,20,1,selfplay,864.2607907186282,92.05596286901962,0.9,0
EXP4,equal,10,20,1,selfplay,933.9592425847402,82.57776393696025,0.3,0
EXP4,equal,10,20,1,selfplay,846.8104958023174,84.25070352882987,0.4,0
EXP4,equal,10,20,1,selfplay,1026.303063226457,52.8538143124984,0.1,0
R-UCB,equal,5,10,2,randoms,340.9636912562388,108.9549975516986,0.6,0
R-UCB,equal,5,10,2,randoms,340.966871266516,104.03494233017838,0.6,0
R-UCB,equal,5,10,2,randoms,390.7058116152922,122.69919884322707,0.8,0
R-UCB,equal,5,10,2,randoms,325.27731381784804,105.54931910670224,0.8,0
R-UCB,equal,5,10,2,randoms,311.2592664193146,104.26123694207753,0.8,0
EEE,equal,5,40,1,cabsonecat,124.30189043647557,0.6339106527021221,0.2,0
EEE,equal,5,40,1,cabsonecat,1432.4078185023122,31.453395179565703,0.2,0
EEE,equal,5,40,1,cabsonecat,243.89881868678373,98.33036121874379,0.8,0
EEE,equal,5,40,1,cabsonecat,201.22280528056697,105.10838061541799,1.0,1
EEE,equal,5,40,1,cabsonecat,208.74974305494572,124.38551745042028,1.0,1
AlegAATr,equal,15,30,1,cabsrandomparams,1823.064552815655,225.95037397943588,1.0,1
AlegAATr,equal,15,30,1,cabsrandomparams,1960.9938524233664,171.16719041040514,0.7333333333333333,0
AlegAATr,equal,15,30,1,cabsrandomparams,1330.7849844964169,97.5143807547648,0.4,0
AlegAATr,equal,15,30,1,cabsrandomparams,2521.895283279496,217.47649840283623,0.7333333333333333,0
AlegAATr,equal,15,30,1,cabsrandomparams,2176.8514988526254,127.74873025241331,0.4666666666666667,0
SW-UCB,equal,15,10,0,selfplay,1513.012329828099,59.44703823217238,0.06666666666666667,0
SW-UCB,equal,15,10,0,selfplay,1513.012329828099,59.44703823217238,0.06666666666666667,0
SW-UCB,equal,15,10,0,selfplay,1513.012329828099,59.44703823217238,0.06666666666666667,0
SW-UCB,equal,15,10,0,selfplay,1513.012329828099,59.44703823217238,0.06666666666666667,0
SW-UCB,equal,15,10,0,selfplay,1513.012329828099,59.44703823217238,0.06666666666666667,0
AlegAATr,equal,15,20,1,cabsrandomparams,1958.886358319167,117.2042868597358,0.3333333333333333,0
AlegAATr,equal,15,20,1,cabsrandomparams,1886.5853382706425,120.27330517520154,0.4,0
AlegAATr,equal,15,20,1,cabsrandomparams,1906.1044749817277,120.10480270189633,0.3333333333333333,0
AlegAATr,equal,15,20,1,cabsrandomparams,2291.8023160175676,119.62084835835553,0.4,0
AlegAATr,equal,15,20,1,cabsrandomparams,1807.6235721328405,101.90592248759539,0.6,0
D-UCB,equal,20,40,2,cabsonecat,7188.47252756788,0.9457591522295945,0.25,0
D-UCB,equal,20,40,2,cabsonecat,10227.243618796938,0.06304371005184518,0.1,0
D-UCB,equal,20,40,2,cabsonecat,8628.383461289512,74.48673506908712,0.25,0
D-UCB,equal,20,40,2,cabsonecat,1513.7825337609931,126.30768440629349,0.85,0
D-UCB,equal,20,40,2,cabsonecat,6473.626207999359,2.0296264668928643e-16,0.1,0
D-UCB,equal,10,10,1,cabsnocat,1337.3383987413831,129.27770168160998,0.4,0
D-UCB,equal,10,10,1,cabsnocat,1341.4664643009312,76.95970559517221,0.1,0
D-UCB,equal,10,10,1,cabsnocat,1345.916891584488,91.72676899123906,0.2,0
D-UCB,equal,10,10,1,cabsnocat,1352.8732612222789,3.094236018253861,0.1,0
D-UCB,equal,10,10,1,cabsnocat,1380.015214714155,82.7158930660891,0.1,0
R-UCB,equal,20,40,0,mixture,6662.445171328642,34.21532250590254,0.25,0
R-UCB,equal,20,40,0,mixture,6614.380885080983,71.66429151333865,0.3,0
R-UCB,equal,20,40,0,mixture,4318.11323386305,92.41460027740042,0.5,0
R-UCB,equal,20,40,0,mixture,5965.007669553318,72.7380016429064,0.45,0
R-UCB,equal,20,40,0,mixture,7313.886457883328,113.13358590145612,0.6,0
UCB,equal,15,40,1,mixture,2769.735526201939,173.82107547228097,0.5333333333333333,0
UCB,equal,15,40,1,mixture,4054.1641464081185,0.9464047822235124,0.3333333333333333,0
UCB,equal,15,40,1,mixture,2987.9116744024236,188.02936609568033,0.5333333333333333,0
UCB,equal,15,40,1,mixture,4492.749399451641,46.911324417046245,0.3333333333333333,0
UCB,equal,15,40,1,mixture,2671.139163717417,1.2449163481555647,0.4666666666666667,0
SW-UCB,equal,5,10,0,mixture,713.2125301426579,106.78981045886339,0.4,0
SW-UCB,equal,5,10,0,mixture,513.9648227766414,99.52870673980216,0.8,0
SW-UCB,equal,5,10,0,mixture,469.0396018174739,115.58537227316975,1.0,1
SW-UCB,equal,5,10,0,mixture,534.4603272200311,108.15078953496419,0.4,0
SW-UCB,equal,5,10,0,mixture,643.8401783883585,86.9504405510811,0.2,0
EEE,equal,15,20,0,mixture,2162.198966332782,151.18224062227452,0.7333333333333333,0
EEE,equal,15,20,0,mixture,1654.9085996716635,97.70458562951978,0.4666666666666667,0
EEE,equal,15,20,0,mixture,1693.4203620110886,119.59543077732064,0.4666666666666667,0
EEE,equal,15,20,0,mixture,1969.0638327098445,111.65932008883419,0.5333333333333333,0
EEE,equal,15,20,0,mixture,1883.2717544862137,135.24223484119165,0.8,0
R-UCB,equal,10,40,1,randoms,393.7627490544006,179.37612393321186,0.9,0
R-UCB,equal,10,40,1,randoms,356.35330489720627,159.29520439738823,0.9,0
R-UCB,equal,10,40,1,randoms,396.723862387234,180.18136870163056,0.9,0
R-UCB,equal,10,40,1,randoms,359.2367726090249,166.93353336461237,0.9,0
R-UCB,equal,10,40,1,randoms,379.1376023245564,176.69946012199313,0.9,0
EEE,equal,15,30,0,mixture,3304.953859486879,111.35284008192,0.6666666666666666,0
EEE,equal,15,30,0,mixture,3734.4559927284727,427.40326730806214,0.6666666666666666,0
EEE,equal,15,30,0,mixture,3240.872354691971,322.14035154317764,0.6666666666666666,0
EEE,equal,15,30,0,mixture,3517.865172418337,54.096516368200014,0.2,0
EEE,equal,15,30,0,mixture,1959.7450310686477,171.29771920633107,0.8,0
EXP4,equal,20,40,0,randoms,398.48033936007266,343.8036997477546,1.0,1
EXP4,equal,20,40,0,randoms,370.69514285561826,306.75307631201815,1.0,1
EXP4,equal,20,40,0,randoms,407.64274531874435,359.74533454137327,1.0,1
EXP4,equal,20,40,0,randoms,410.7687237584097,362.20577499860224,1.0,1
EXP4,equal,20,40,0,randoms,375.30032642465926,318.4531318320647,1.0,1
EXP4,equal,20,10,1,cabsrandomparams,2160.7261316597665,127.98504505258282,0.95,0
EXP4,equal,20,10,1,cabsrandomparams,2226.0151343707344,101.97172933162568,0.2,0
EXP4,equal,20,10,1,cabsrandomparams,2165.5622605471367,113.48837546645667,0.55,0
EXP4,equal,20,10,1,cabsrandomparams,2128.920613033902,120.89527950825361,0.85,0
EXP4,equal,20,10,1,cabsrandomparams,2149.5773932453612,102.05325230912608,0.4,0
DQN,equal,20,30,0,banditsociety,2390.896002548736,59.70792162909859,0.05,0
DQN,equal,20,30,0,banditsociety,2281.5103857363824,92.91700808615954,0.2,0
DQN,equal,20,30,0,banditsociety,2310.544695457927,130.4702078294766,0.85,0
DQN,equal,20,30,0,banditsociety,2056.620781658836,96.98568145072653,0.4,0
DQN,equal,20,30,0,banditsociety,2329.1257191317923,72.75927363140696,0.1,0
AlegAATr,equal,10,30,0,banditsociety,1096.946524634706,52.33418384397791,0.1,0
