algorithm,pop_condition,n_players,n_rounds,n_cats,opponent_type,society_pop_sum,agent_final_pop,agent_percentile,agent_won
SW-UCB,equal,5,10,2,cabsrandomparams,269.27110053183856,118.22734695881894,1.0,1
SW-UCB,equal,5,10,2,cabsrandomparams,392.278021639155,93.61354678253824,0.6,0
SW-UCB,equal,5,10,2,cabsrandomparams,282.0397719376782,112.49918359122864,1.0,1
SW-UCB,equal,5,10,2,cabsrandomparams,286.06152654259006,109.5246488941014,1.0,1
R-UCB,equal,10,20,0,selfplay,932.0161292942709,91.57130411649663,0.5,0
R-UCB,equal,10,20,0,selfplay,932.0161292942709,91.57130411649663,0.5,0
R-UCB,equal,10,20,0,selfplay,932.0161292942709,91.57130411649663,0.5,0
R-UCB,equal,10,20,0,selfplay,932.0161292942709,91.57130411649663,0.5,0
R-UCB,equal,10,20,0,selfplay,932.0161292942709,91.57130411649663,0.5,0
R-UCB,equal,15,20,0,cabsnocat,4268.554458631242,40.708198655311335,0.06666666666666667,0
R-UCB,equal,15,20,0,cabsnocat,4172.152754299999,73.53983956130953,0.06666666666666667,0
R-UCB,equal,15,20,0,cabsnocat,4255.490707634282,34.23112604724709,0.06666666666666667,0
R-UCB,equal,15,20,0,cabsnocat,4191.280314889584,137.243529843318,0.06666666666666667,0
R-UCB,equal,15,20,0,cabsnocat,4231.214278845188,48.4558576355491,0.06666666666666667,0
EXP4,equal,5,10,1,randoms,222.73619752402328,133.04562919908506,1.0,1
EXP4,equal,5,10,1,randoms,295.235668306847,139.7804927112185,0.8,0
EXP4,equal,5,10,1,randoms,309.9481488338596,126.41382771266638,0.8,0
EXP4,equal,5,10,1,randoms,164.8806410208912,0.05859986373453374,0.4,0
EXP4,equal,5,10,1,randoms,199.28368145261925,117.95416018865699,1.0,1
SW-UCB,equal,15,40,0,cabstwocats,1009.0499356022071,44.01689679810076,0.06666666666666667,0
SW-UCB,equal,15,40,0,cabstwocats,1010.9583880000323,51.51272102218559,0.06666666666666667,0
SW-UCB,equal,15,40,0,cabstwocats,1011.7755276533843,40.89810206033888,0.06666666666666667,0
SW-UCB,equal,15,40,0,cabstwocats,1009.0499356022071,44.01689679810076,0.06666666666666667,0
SW-UCB,equal,15,40,0,cabstwocats,1010.4168200019028,49.58972147912283,0.06666666666666667,0
UCB,equal,5,40,0,cabsnocat,3883.6848571931446,26.28868225899104,0.4,0
UCB,equal,5,40,0,cabsnocat,2082.698784786963,42.16656565964585,0.2,0
UCB,equal,5,40,0,cabsnocat,3981.737718397769,29.758221767215694,0.2,0
UCB,equal,5,40,0,cabsnocat,3993.8373465639984,25.197475265034342,0.2,0
UCB,equal,5,40,0,cabsnocat,1817.9207884695572,65.8066539143637,0.2,0
AlegAATr,equal,10,10,0,banditsociety,979.5675191652487,98.61410794973793,0.7,0
AlegAATr,equal,10,10,0,banditsociety,974.7675018645591,95.87902977122675,0.5,0
AlegAATr,equal,10,10,0,banditsociety,977.3482066117938,104.25510946498028,0.9,0
AlegAATr,equal,10,10,0,banditsociety,971.5929023256515,77.7367125859273,0.1,0
AlegAATr,equal,10,10,0,banditsociety,975.6601627352043,86.0050549961319,0.1,0
EXP4,equal,20,30,2,cabsrandomparams,3590.359756335365,125.55900472149135,0.4,0
EXP4,equal,20,30,2,cabsrandomparams,3061.3119610691415,117.30346063817161,0.5,0
EXP4,equal,20,30,2,cabsrandomparams,3360.442480477083,111.78065047281235,0.4,0
EXP4,equal,20,30,2,cabsrandomparams,2739.3054906815546,5.551115123125783e-16,0.1,0
EXP4,equal,20,30,2,cabsrandomparams,2841.9356929026862,107.26389671252281,0.15,0
AlegAATr,equal,5,20,2,banditsociety,408.9534687986157,81.79069375972314,1.0,1
AlegAATr,equal,5,20,2,banditsociety,408.9534687986157,81.79069375972314,1.0,1
AlegAATr,equal,5,20,2,banditsociety,408.9534687986157,81.79069375972314,1.0,1
AlegAATr,equal,5,20,2,banditsociety,408.9534687986157,81.79069375972314,1.0,1
AlegAATr,equal,5,20,2,banditsociety,408.9534687986157,81.79069375972314,1.0,1
DQN,equal,10,40,1,randoms,213.4549507792549,212.36834606245944,1.0,1
DQN,equal,10,40,1,randoms,165.31660525320947,1.0479422838905632,0.9,0
DQN,equal,10,40,1,randoms,210.05312389040373,208.96148200924952,1.0,1
DQN,equal,10,40,1,randoms,320.4271619202779,165.42851935313377,1.0,1
DQN,equal,10,40,1,randoms,186.47754600084758,1.5063292569940279,0.9,0
EXP4,equal,15,20,0,banditsociety,1849.196222442938,114.52190088205666,0.4666666666666667,0
EXP4,equal,15,20,0,banditsociety,1632.3856219935374,168.90318845337563,1.0,1
EXP4,equal,15,20,0,banditsociety,1795.52983410347,176.330845998181,0.9333333333333333,0
EXP4,equal,15,20,0,banditsociety,1516.1115401122747,98.85311943639569,0.4,0
EXP4,equal,15,20,0,banditsociety,1655.191556160082,105.98506536453601,0.4666666666666667,0
EXP4,equal,15,30,0,banditsociety,1610.0267937549152,76.60182719017519,0.13333333333333333,0
EXP4,equal,15,30,0,banditsociety,1832.6864446031295,153.29187006877197,0.8666666666666667,0
EXP4,equal,15,30,0,banditsociety,1646.954134101822,123.45161610596816,0.8,0
EXP4,equal,15,30,0,banditsociety,1535.9745406093718,124.70656807390462,0.8,0
EXP4,equal,15,30,0,banditsociety,1941.298640694937,101.16516855356187,0.5333333333333333,0
EXP4,equal,20,20,2,cabsrandomparams,2805.370681886133,134.61091432999635,0.5,0
EXP4,equal,20,20,2,cabsrandomparams,2235.801067703566,111.43067597585588,0.55,0
EXP4,equal,20,20,2,cabsrandomparams,2805.4406694654263,143.23667910093297,0.65,0
EXP4,equal,20,20,2,cabsrandomparams,2212.922857006498,136.55106067566018,0.5,0
EXP4,equal,20,20,2,cabsrandomparams,2423.9783409481306,124.53945471457325,0.6,0
AlegAATr,equal,5,30,2,banditsociety,369.8501866941406,73.97003733882812,1.0,1
AlegAATr,equal,5,30,2,banditsociety,369.8501866941406,73.97003733882812,1.0,1
AlegAATr,equal,5,30,2,banditsociety,369.8501866941406,73.97003733882812,1.0,1
AlegAATr,equal,5,30,2,banditsociety,369.8501866941406,73.97003733882812,1.0,1
AlegAATr,equal,5,30,2,banditsociety,369.8501866941406,73.97003733882812,1.0,1
SW-UCB,equal,20,40,1,banditsociety,1865.9925480763147,102.50330675865816,0.5,0
SW-UCB,equal,20,40,1,banditsociety,2473.797081287306,118.90744090208818,0.55,0
SW-UCB,equal,20,40,1,banditsociety,2362.3997990277144,165.30332467783538,1.0,1
SW-UCB,equal,20,40,1,banditsociety,2193.2226459818044,114.4966245574816,0.7,0
SW-UCB,equal,20,40,1,banditsociety,2507.321884800776,91.5574601759997,0.25,0
DQN,equal,20,40,1,cabsrandomparams,4064.415058880982,110.58265620926014,0.3,0
DQN,equal,20,40,1,cabsrandomparams,3203.6131097684665,120.60154367138998,0.35,0
DQN,equal,20,40,1,cabsrandomparams,3669.811561557894,104.43671424708434,0.15,0
DQN,equal,20,40,1,cabsrandomparams,3969.4483847116644,156.21768987084548,0.25,0
DQN,equal,20,40,1,cabsrandomparams,3291.018944158365,280.27506747080673,0.9,0
DQN,equal,20,40,0,mixture,6730.617999711572,483.15891277877716,0.7,0
DQN,equal,20,40,0,mixture,4214.77973519403,52.43503088258638,0.3,0
DQN,equal,20,40,0,mixture,6059.182228830192,157.20609809119338,0.7,0
DQN,equal,20,40,0,mixture,7162.37429852394,93.08545018524246,0.45,0
DQN,equal,20,40,0,mixture,9364.794517440574,331.0635379414616,0.55,0
SW-UCB,equal,5,10,0,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
SW-UCB,equal,5,10,0,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
SW-UCB,equal,5,10,0,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
SW-UCB,equal,5,10,0,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
SW-UCB,equal,5,10,0,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
EXP4,equal,15,40,1,cabstwocats,960.5210956034647,54.137903545775906,0.13333333333333333,0
EXP4,equal,15,40,1,cabstwocats,1005.3791629340219,8.82519196725885,0.06666666666666667,0
EXP4,equal,15,40,1,cabstwocats,963.3318042291261,43.03078791352043,0.13333333333333333,0
EXP4,equal,15,40,1,cabstwocats,961.3551270877222,49.84882075697989,0.13333333333333333,0
EXP4,equal,15,40,1,cabstwocats,961.7284188592168,48.48630250373006,0.13333333333333333,0
EEE,equal,5,10,2,cabsnocat,240.31951649697248,1.9616706392813654,0.6,0
EEE,equal,5,10,2,cabsnocat,375.9114368061795,128.77892306843694,0.8,0
EEE,equal,5,10,2,cabsnocat,311.460830745511,109.95807386795227,1.0,1
EEE,equal,5,10,2,cabsnocat,486.59012986261985,140.0906559646353,1.0,1
EEE,equal,5,10,2,cabsnocat,373.18210424854715,123.88402413516329,0.8,0
EXP4,equal,20,10,2,cabsonecat,2463.134979842225,0.0,0.05,0
EXP4,equal,20,10,2,cabsonecat,1903.5438301325999,99.10529577704685,0.25,0
EXP4,equal,20,10,2,cabsonecat,2801.9976543559837,88.19261701348788,0.15,0
EXP4,equal,20,10,2,cabsonecat,2002.6420106449345,1.0658141036401503e-14,0.15,0
EXP4,equal,20,10,2,cabsonecat,1990.6624756014787,3.475922154375061,0.25,0
DQN,equal,10,40,0,cabsonecat,4310.869993459524,40.37943132938898,0.2,0
DQN,equal,10,40,0,cabsonecat,8216.269371258097,209.39201829747887,0.1,0
DQN,equal,10,40,0,cabsonecat,2107.2718431174026,60.71856645039212,0.1,0
DQN,equal,10,40,0,cabsonecat,4262.706002738888,240.41911800112044,0.3,0
DQN,equal,10,40,0,cabsonecat,3805.9763199236772,106.4326177857025,0.2,0
SW-UCB,equal,20,10,1,cabsnocat,2937.275358544822,78.85747033027536,0.15,0
SW-UCB,equal,20,10,1,cabsnocat,2658.339662769978,89.68478417450356,0.15,0
SW-UCB,equal,20,10,1,cabsnocat,2841.6269272563477,135.14282637169023,0.35,0
SW-UCB,equal,20,10,1,cabsnocat,2901.9238586078545,118.1821777730383,0.2,0
SW-UCB,equal,20,10,1,cabsnocat,2816.3983482014596,121.28614998466112,0.2,0
D-UCB,equal,20,10,1,mixture,1953.2529082450988,117.508959349066,0.8,0
D-UCB,equal,20,10,1,mixture,2284.856057006742,110.65160661969774,0.25,0
D-UCB,equal,20,10,1,mixture,2218.2021340143147,106.7440386450424,0.35,0
D-UCB,equal,20,10,1,mixture,2103.9678394028338,110.34644900235385,0.5,0
D-UCB,equal,20,10,1,mixture,2089.7257719356458,130.07037713759883,0.95,0
EEE,equal,10,20,0,cabsrandomparams,1045.3168813179475,92.77421167538509,0.7,0
EEE,equal,10,20,0,cabsrandomparams,1466.4612858270436,88.42758416376051,0.2,0
EEE,equal,10,20,0,cabsrandomparams,1401.920244720124,132.4574484306029,0.6,0
EEE,equal,10,20,0,cabsrandomparams,1011.397304217701,109.07496997007883,0.7,0
EEE,equal,10,20,0,cabsrandomparams,1244.5524231427967,141.4971915187903,0.7,0
AlegAATr,equal,20,10,1,cabsnocat,2314.539446391488,148.03340805814935,0.95,0
AlegAATr,equal,20,10,1,cabsnocat,2697.058349711697,130.88774572739777,0.3,0
AlegAATr,equal,20,10,1,cabsnocat,2773.164619534849,127.79644638740527,0.2,0
AlegAATr,equal,20,10,1,cabsnocat,2676.882608733047,15.053433050202687,0.15,0
AlegAATr,equal,20,10,1,cabsnocat,2465.044875027684,90.56485234946105,0.25,0
UCB,equal,10,40,2,banditsociety,991.4422165940185,103.46250868056947,0.5,0
UCB,equal,10,40,2,banditsociety,966.4809392755762,128.4320425337735,0.8,0
UCB,equal,10,40,2,banditsociety,553.3341472844639,0.018823320473535216,0.1,0
UCB,equal,10,40,2,banditsociety,248.8520748422991,224.07654993944251,1.0,1
UCB,equal,10,40,2,banditsociety,380.36506137898533,0.10016615810621186,0.4,0
EXP4,equal,15,10,2,banditsociety,1428.260883429289,96.00467540030478,0.6,0
EXP4,equal,15,10,2,banditsociety,1463.38364834134,83.39219965054582,0.2,0
EXP4,equal,15,10,2,banditsociety,1442.87943716006,82.75005038576613,0.2,0
EXP4,equal,15,10,2,banditsociety,1462.1563727828996,69.5586843465433,0.13333333333333333,0
EXP4,equal,15,10,2,banditsociety,1472.2255591824871,91.38303687149568,0.26666666666666666,0
EEE,equal,10,30,0,cabsrandomparams,1437.8225273186376,105.000858108865,0.6,0
EEE,equal,10,30,0,cabsrandomparams,1871.8637809383313,188.646283867037,0.6,0
EEE,equal,10,30,0,cabsrandomparams,1403.018909866408,150.37186740567682,0.9,0
EEE,equal,10,30,0,cabsrandomparams,1278.451380746257,153.79904607167492,0.8,0
EEE,equal,10,30,0,cabsrandomparams,1997.6078832329117,77.43877515171826,0.1,0
AlegAATr,equal,15,10,2,selfplay,1308.3661302083417,5.329070518200751e-15,0.2,0
AlegAATr,equal,15,10,2,selfplay,1312.0640881745653,128.54614159964038,0.8,0
AlegAATr,equal,15,10,2,selfplay,1322.294297431613,112.82104616998234,0.4666666666666667,0
AlegAATr,equal,15,10,2,selfplay,1246.3420648281428,121.0198323931298,0.8,0
AlegAATr,equal,15,10,2,selfplay,1317.6869607357355,103.55971385642532,0.3333333333333333,0
D-UCB,equal,10,10,0,randoms,600.7263529333436,175.33589443430796,1.0,1
D-UCB,equal,10,10,0,randoms,580.7343940421999,219.15903176849872,1.0,1
D-UCB,equal,10,10,0,randoms,566.1348157213441,198.85617616800306,1.0,1
D-UCB,equal,10,10,0,randoms,600.998284320687,185.69808543195785,1.0,1
D-UCB,equal,10,10,0,randoms,584.4986209616467,205.57857572585706,1.0,1
UCB,equal,20,20,2,mixture,3049.788418565682,165.7650283975455,0.65,0
UCB,equal,20,20,2,mixture,2683.54606266929,98.83723298489356,0.6,0
UCB,equal,20,20,2,mixture,1866.1991058739063,156.1309513596757,0.8,0
UCB,equal,20,20,2,mixture,2582.825908841033,145.90482695302632,0.65,0
UCB,equal,20,20,2,mixture,3162.8203426061264,0.34211650767007074,0.1,0
UCB,equal,5,30,0,banditsociety,371.3783809713525,80.1209473979274,1.0,1
UCB,equal,5,30,0,banditsociety,369.8501866941406,73.97003733882812,1.0,1
UCB,equal,5,30,0,banditsociety,374.2475545009917,85.8182356512014,1.0,1
UCB,equal,5,30,0,banditsociety,369.8501866941406,73.97003733882812,1.0,1
UCB,equal,5,30,0,banditsociety,369.8501866941406,73.97003733882812,1.0,1
SW-UCB,equal,15,10,2,banditsociety,1445.4977333026056,126.08146101959558,0.9333333333333333,0
SW-UCB,equal,15,10,2,banditsociety,1273.3094324415647,112.27092092071295,0.8666666666666667,0
SW-UCB,equal,15,10,2,banditsociety,1382.1068766566275,1.1253183530912967,0.06666666666666667,0
SW-UCB,equal,15,10,2,banditsociety,1181.498845502168,0.0,0.13333333333333333,0
SW-UCB,equal,15,10,2,banditsociety,1262.609439392131,72.2387117370686,0.2,0
UCB,equal,10,10,1,selfplay,876.4538340900734,87.94539534316047,0.6,0
UCB,equal,10,10,1,selfplay,876.4552151585682,87.94539534316047,0.6,0
UCB,equal,10,10,1,selfplay,876.4538340900734,87.94539534316047,0.6,0
UCB,equal,10,10,1,selfplay,876.4538340900734,87.94539534316047,0.6,0
UCB,equal,10,10,1,selfplay,876.4538340900734,87.94539534316047,0.6,0
R-UCB,equal,5,40,1,cabsonecat,483.27807503142554,69.17143201466119,0.6,0
R-UCB,equal,5,40,1,cabsonecat,1550.1834134394926,58.868164288565,0.4,0
R-UCB,equal,5,40,1,cabsonecat,1696.786497026844,36.770270486282904,0.4,0
R-UCB,equal,5,40,1,cabsonecat,199.39480234118827,112.21868375725265,1.0,1
R-UCB,equal,5,40,1,cabsonecat,1860.1144759616093,45.996326675442866,0.4,0
UCB,equal,15,10,0,cabsnocat,2500.6155015463655,82.01136603257586,0.06666666666666667,0
UCB,equal,15,10,0,cabsnocat,2500.979221522137,81.49230098469732,0.06666666666666667,0
UCB,equal,15,10,0,cabsnocat,2335.2772367489124,87.23993405235944,0.06666666666666667,0
UCB,equal,15,10,0,cabsnocat,2498.893445517693,85.384633154634,0.06666666666666667,0
UCB,equal,15,10,0,cabsnocat,2530.0860132918074,113.4277801623453,0.06666666666666667,0
SW-UCB,equal,20,10,1,cabsrandomparams,2120.8127852277294,129.0541028308846,0.95,0
SW-UCB,equal,20,10,1,cabsrandomparams,2217.07186664934,123.059946566286,0.85,0
SW-UCB,equal,20,10,1,cabsrandomparams,2210.3761775416247,141.55043472965457,0.95,0
SW-UCB,equal,20,10,1,cabsrandomparams,2268.8047415818737,129.11571654015873,0.85,0
SW-UCB,equal,20,10,1,cabsrandomparams,2294.887595180676,100.29352727992324,0.2,0
UCB,equal,20,30,2,mixture,4134.4314455359345,1.3544068884602845,0.5,0
UCB,equal,20,30,2,mixture,2405.8238876559685,86.06967009812578,0.25,0
UCB,equal,20,30,2,mixture,3979.617230614681,87.48808866202253,0.7,0
UCB,equal,20,30,2,mixture,3860.5047905276533,84.0192255048367,0.5,0
UCB,equal,20,30,2,mixture,1921.6940101777618,75.71149127893212,0.3,0
UCB,equal,5,20,0,banditsociety,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,5,20,0,banditsociety,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,5,20,0,banditsociety,409.52667583047497,81.78035090165123,0.8,0
UCB,equal,5,20,0,banditsociety,408.9534687986157,81.79069375972314,1.0,1
UCB,equal,5,20,0,banditsociety,408.9534687986157,81.79069375972314,1.0,1
R-UCB,equal,10,40,2,banditsociety,802.3491409909608,88.71347116381365,0.7,0
R-UCB,equal,10,40,2,banditsociety,796.5056636953689,61.39345578719959,0.3,0
R-UCB,equal,10,40,2,banditsociety,700.2771017122161,60.099949886402165,0.4,0
R-UCB,equal,10,40,2,banditsociety,364.37852967472674,0.02907484920578022,0.2,0
R-UCB,equal,10,40,2,banditsociety,337.062884129885,0.12301281479930236,0.5,0
D-UCB,equal,20,10,1,cabsrandomparams,2136.015418064486,118.34570179514964,0.85,0
D-UCB,equal,20,10,1,cabsrandomparams,2153.663176632014,90.81635507790972,0.15,0
D-UCB,equal,20,10,1,cabsrandomparams,2199.7480530502644,87.15368642497401,0.15,0
D-UCB,equal,20,10,1,cabsrandomparams,2232.8923739586558,99.39540474236766,0.2,0
D-UCB,equal,20,10,1,cabsrandomparams,2206.4232584611104,95.22135782576537,0.1,0
EEE,equal,10,10,0,cabstwocats,922.4220727010934,66.37095246098426,0.1,0
EEE,equal,10,10,0,cabstwocats,912.4279243290634,65.03240063643631,0.1,0
EEE,equal,10,10,0,cabstwocats,917.294847330994,59.34836680903278,0.1,0
EEE,equal,10,10,0,cabstwocats,905.6275667870132,86.08164866779624,0.1,0
EEE,equal,10,10,0,cabstwocats,904.3820750088048,90.43820750088048,1.0,1
SW-UCB,equal,10,20,1,cabsonecat,1699.77955284572,0.026884571241661437,0.1,0
SW-UCB,equal,10,20,1,cabsonecat,2199.841732975642,118.54961976791743,0.2,0
SW-UCB,equal,10,20,1,cabsonecat,1788.8879607228223,85.20677741123605,0.2,0
SW-UCB,equal,10,20,1,cabsonecat,1510.523010672727,125.36376954537918,0.4,0
SW-UCB,equal,10,20,1,cabsonecat,1979.6099178955255,4.646781064258738,0.2,0
R-UCB,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
R-UCB,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
R-UCB,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
R-UCB,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
R-UCB,equal,5,20,2,cabstwocats,408.9534687986157,81.79069375972314,1.0,1
EEE,equal,10,40,2,randoms,159.09678996242198,1.357222718991824,0.8,0
EEE,equal,10,40,2,randoms,442.10358266689883,123.7694301651631,0.8,0
EEE,equal,10,40,2,randoms,172.55047043899162,0.16638459224394223,0.8,0
EEE,equal,10,40,2,randoms,196.77656116222767,0.7959949287676805,0.8,0
EEE,equal,10,40,2,randoms,318.1414248749006,129.77508935122816,1.0,1
D-UCB,equal,15,30,1,cabsonecat,6114.51693033455,42.42246713776285,0.06666666666666667,0
D-UCB,equal,15,30,1,cabsonecat,4557.829008374032,30.18698475554448,0.2,0
D-UCB,equal,15,30,1,cabsonecat,3232.543567423327,54.93682367393955,0.2,0
D-UCB,equal,15,30,1,cabsonecat,3313.396093907905,125.06705047323399,0.4,0
D-UCB,equal,15,30,1,cabsonecat,3747.4705577618925,84.32691528325,0.2,0
R-UCB,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
R-UCB,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
R-UCB,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
R-UCB,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
R-UCB,equal,5,30,2,cabstwocats,369.8501866941406,73.97003733882812,1.0,1
D-UCB,equal,10,40,1,banditsociety,1263.3722721511622,136.53880412115768,0.7,0
D-UCB,equal,10,40,1,banditsociety,1339.433780166603,119.3473156403686,0.4,0
D-UCB,equal,10,40,1,banditsociety,1167.2068687921703,94.9579986574672,0.5,0
D-UCB,equal,10,40,1,banditsociety,1436.9582575821723,73.180711775548,0.2,0
D-UCB,equal,10,40,1,banditsociety,1047.0410120431675,85.28693146341871,0.4,0
SW-UCB,equal,10,30,1,cabsonecat,3143.004382323454,0.28740697994984143,0.2,0
SW-UCB,equal,10,30,1,cabsonecat,2751.664084426062,36.28882380635368,0.2,0
SW-UCB,equal,10,30,1,cabsonecat,3204.8532202644456,61.37262433852479,0.2,0
SW-UCB,equal,10,30,1,cabsonecat,3599.949197936196,0.7081004931006166,0.1,0
SW-UCB,equal,10,30,1,cabsonecat,3275.359995560457,24.280229863181628,0.3,0
D-UCB,equal,15,20,1,cabsonecat,1851.5850564931593,111.03525457978122,0.2,0
D-UCB,equal,15,20,1,cabsonecat,3947.8009482238595,46.295039464712104,0.06666666666666667,0
D-UCB,equal,15,20,1,cabsonecat,3083.178632842253,59.07922371611375,0.2,0
D-UCB,equal,15,20,1,cabsonecat,2841.436414599487,111.25097698766272,0.2,0
D-UCB,equal,15,20,1,cabsonecat,2113.961035750067,1.8970967925883362,0.06666666666666667,0
AlegAATr,equal,20,40,2,cabsrandomparams,2995.0865345730926,101.17401078411562,0.35,0
AlegAATr,equal,20,40,2,cabsrandomparams,6046.7143844914035,503.81068896163316,0.9,0
AlegAATr,equal,20,40,2,cabsrandomparams,3152.522338309123,156.25846209749812,0.65,0
AlegAATr,equal,20,40,2,cabsrandomparams,4781.175721335433,78.40595414521763,0.25,0
AlegAATr,equal,20,40,2,cabsrandomparams,2816.9855135320645,122.72379854214181,0.65,0
AlegAATr,equal,5,30,0,cabsonecat,1981.0861186525303,99.16632038357974,0.2,0
AlegAATr,equal,5,30,0,cabsonecat,1832.0763373985683,54.68599963394651,0.2,0
AlegAATr,equal,5,30,0,cabsonecat,1818.9889449757545,34.56402774140844,0.2,0
AlegAATr,equal,5,30,0,cabsonecat,1573.3221619923117,66.39073446192386,0.4,0
AlegAATr,equal,5,30,0,cabsonecat,2296.938712295915,30.256310889129097,0.2,0
SW-UCB,equal,20,20,0,mixture,2623.826429059958,108.32554143720333,0.3,0
SW-UCB,equal,20,20,0,mixture,2838.690493372639,101.33036619259602,0.5,0
SW-UCB,equal,20,20,0,mixture,2163.176532822549,128.91630205909945,0.8,0
SW-UCB,equal,20,20,0,mixture,1796.897672336433,165.50106967737844,0.9,0
SW-UCB,equal,20,20,0,mixture,3386.7000812368833,141.86442287990226,0.6,0
EXP4,equal,20,10,1,cabstwocats,1762.099988799581,76.85084202041534,0.1,0
EXP4,equal,20,10,1,cabstwocats,1741.9253164617817,1.730830211175368,0.05,0
EXP4,equal,20,10,1,cabstwocats,1808.3039372291366,84.6775452627754,0.05,0
EXP4,equal,20,10,1,cabstwocats,1769.8083446546711,94.52804518603635,0.95,0
EXP4,equal,20,10,1,cabstwocats,1756.859691986551,85.76310284279306,0.1,0
EEE,equal,20,30,1,cabsonecat,4272.494201298153,2.51914548985749,0.25,0
EEE,equal,20,30,1,cabsonecat,5524.025307358916,0.558997051297503,0.15,0
EEE,equal,20,30,1,cabsonecat,980.4149304952307,11.230613673634538,0.6,0
EEE,equal,20,30,1,cabsonecat,4869.528134129332,0.3222334044215819,0.15,0
EEE,equal,20,30,1,cabsonecat,5958.748401581904,103.11933295773245,0.45,0
SW-UCB,equal,20,30,0,mixture,3835.104705927405,134.24430605182698,0.65,0
SW-UCB,equal,20,30,0,mixture,6563.736706610833,60.30414909075111,0.35,0
SW-UCB,equal,20,30,0,mixture,5463.125995863865,49.55437478515215,0.1,0
SW-UCB,equal,20,30,0,mixture,4880.298150983739,41.90681178779139,0.15,0
SW-UCB,equal,20,30,0,mixture,5495.4769021366055,124.24891385409151,0.5,0
DQN,equal,15,10,0,mixture,1876.5086780251188,102.74784313596275,0.3333333333333333,0
DQN,equal,15,10,0,mixture,1946.7059165513,157.91307441402589,0.8666666666666667,0
DQN,equal,15,10,0,mixture,1629.8344682568732,117.37789470332952,0.8,0
DQN,equal,15,10,0,mixture,1522.6860835577154,101.58416167671825,0.26666666666666666,0
DQN,equal,15,10,0,mixture,1968.6850765254753,112.23003246069652,0.3333333333333333,0
AlegAATr,equal,5,20,0,cabsonecat,901.1179090466303,57.95412573052529,0.2,0
AlegAATr,equal,5,20,0,cabsonecat,1330.7887377681975,48.64650432215864,0.2,0
AlegAATr,equal,5,20,0,cabsonecat,894.7692418008202,197.61871052129035,0.6,0
AlegAATr,equal,5,20,0,cabsonecat,939.8736058137698,74.6752778942897,0.4,0
AlegAATr,equal,5,20,0,cabsonecat,1091.740887586398,65.85047898693526,0.2,0
EEE,equal,20,20,1,cabsonecat,2627.39573242408,93.73943996687531,0.2,0
EEE,equal,20,20,1,cabsonecat,3215.5285373186243,0.699226816218093,0.05,0
EEE,equal,20,20,1,cabsonecat,3713.3952327031784,21.788750249677097,0.3,0
EEE,equal,20,20,1,cabsonecat,3357.763847980753,154.30456113840498,0.35,0
EEE,equal,20,20,1,cabsonecat,2719.0208894283155,153.1490268977069,0.5,0
D-UCB,equal,10,30,1,selfplay,862.2923615683527,138.09278336904288,0.9,0
D-UCB,equal,10,30,1,selfplay,830.4045297150271,99.24118743409555,0.6,0
D-UCB,equal,10,30,1,selfplay,700.9950746491864,85.66733835102004,0.7,0
D-UCB,equal,10,30,1,selfplay,772.6983887713745,88.72815759032743,0.6,0
D-UCB,equal,10,30,1,selfplay,836.7781828323347,100.9197985638198,0.6,0
SW-UCB,equal,10,20,1,randoms,501.8015682292104,167.70818948625933,0.9,0
SW-UCB,equal,10,20,1,randoms,473.4994588567902,156.67368783832637,0.9,0
SW-UCB,equal,10,20,1,randoms,490.2473614466744,171.89989113722615,0.9,0
SW-UCB,equal,10,20,1,randoms,480.2473780371837,163.12098530926997,0.9,0
SW-UCB,equal,10,20,1,randoms,485.9764678099341,169.6540985800544,0.9,0
R-UCB,equal,10,40,0,cabsrandomparams,2279.402857353427,101.09756296427295,0.4,0
R-UCB,equal,10,40,0,cabsrandomparams,1061.462432862617,89.96310254963461,0.3,0
R-UCB,equal,10,40,0,cabsrandomparams,3632.730676875302,81.37570164020708,0.1,0
R-UCB,equal,10,40,0,cabsrandomparams,1343.147741598085,120.82434654232344,0.7,0
R-UCB,equal,10,40,0,cabsrandomparams,2137.0235935545343,133.81468710742075,0.4,0
SW-UCB,equal,15,10,1,banditsociety,1484.938513472919,81.08947137747748,0.2,0
SW-UCB,equal,15,10,1,banditsociety,1491.2312492089093,122.74409796215122,1.0,1
SW-UCB,equal,15,10,1,banditsociety,1525.731920408947,78.2797299457165,0.13333333333333333,0
